Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
GTEX-QMR6-0011-R10A-SM-32PKO_brain_male_50-59_years	27/2704	0.000000000013841536458484637898081107048394063074869819729428854770958423614501953125	0.000000002981466953157591075624974056614002737575219725840725004673004150390625	0.00000000000061832771178140617328726359591382176071790166549391187800210900604724884033203125	0.0000000001331877891177148751454026951788318054725746009125941782258450984954833984375	-1.614891743738381	40.3776988882336	UBE3A;CCDC28A;PPP2CA;NKRF;HSF2;SH3BGRL2;NEFM;KIF21A;SH3GL2;SYT4;CADPS2;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1;RAB3GAP1
GTEX-Q2AG-0011-R10A-SM-2HMLA_brain_female_40-49_years	26/2680	0.00000000008311018875342497867671721471590396031203784588115013320930302143096923828125	0.000000013770718967298262628981691548489540988242652019835077226161956787109375	0.000000000004627761105192615281128859679552836896461454063711471462738700211048126220703125	0.00000000076678441696806868066514477344508549094825866632163524627685546875	-1.6191011479010615	37.58072005277813	MYCBP2;PPP2CA;NKRF;RUSC1;NEFM;KIF21A;SH3GL2;RAB11FIP5;SYT4;CADPS2;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1;RAB3GAP1
GTEX-WZTO-0011-R10B-SM-4E3KB_brain_male_40-49_years	25/2545	0.0000000001872597807805868570693240044463916127437386194287682883441448211669921875	0.00000002572662637475998919277538176837716310529913243954069912433624267578125	0.0000000000125677316548194248085784768417412222800411125689379332470707595348358154296875	0.00000000159240552849888476426127055106569951892225844858330674469470977783203125	-1.659712965009222	37.17512111319994	MYCBP2;PPP2CA;NKRF;RUSC1;NEFM;KIF21A;SH3GL2;RAB11FIP5;SYT4;CADPS2;GABARAPL1;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1;RAB3GAP1
GTEX-WZTO-0011-R3B-SM-3NMC6_brain_male_40-49_years	27/2972	0.0000000001275436612444166133739758702987372555870404511324522900395095348358154296875	0.000000019623503308605242350761677073110733626748469760059379041194915771484375	0.00000000000601070973416150085741442683852204750295789015268610455677844583988189697265625	0.0000000009247906262417052825116749471801545767757346538928686641156673431396484375	-1.6288922098925211	37.11033836395647	MYCBP2;UBE3A;CCDC28A;PPP2CA;NKRF;RUSC1;NEFM;DENR;KIF21A;SH3GL2;RAB11FIP5;SYT4;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1;RAB3GAP1
GTEX-T5JC-0011-R10A-SM-32PM2_brain_male_20-29_years	26/2781	0.0000000001910984317530918514975918942022637368738369190168668865226209163665771484375	0.00000002572662637475998919277538176837716310529913243954069912433624267578125	0.0000000000108525635951176278400226325371430414166995515046210130094550549983978271484375	0.00000000155842813225889139789381095287101874902191411820240318775177001953125	-1.6494955193102354	36.91279419122204	MYCBP2;CCDC28A;PPP2CA;NKRF;RUSC1;NEFM;KIF21A;SH3GL2;RAB11FIP5;SYT4;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1;RAB3GAP1
GTEX-T2IS-0011-R5A-SM-32QP4_brain_female_20-29_years	27/2903	0.000000000073704099700241924048756371470815691726574669928595540113747119903564453125	0.0000000132298858961934240484326674226235598386125502656796015799045562744140625	0.000000000003424163450999678259097149970102683309326752070234078928478993475437164306640625	0.00000000061463733945444222852478959639500356859631580164204933680593967437744140625	-1.5786465402236964	36.83134353288477	MYCBP2;UBP1;UBE3A;SDAD1;CCDC28A;PPP2CA;NKRF;NEFM;KPNA4;KIF21A;SH3GL2;SYT4;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1
GTEX-WL46-0011-R3A-SM-3TW8E_brain_male_50-59_years	25/2626	0.000000000368298054354865845003495996947177025526709570613093092106282711029052734375	0.000000044073000504465612768185424873157440828208564198575913906097412109375	0.0000000000250960699132132236247022054962321356737231514699715262395329773426055908203125	0.000000002845101820687436170966452302012912600748251179538783617317676544189453125	-1.656045566785194	35.972834728204006	MYCBP2;PPP2CA;NKRF;RUSC1;NEFM;KIF21A;SH3GL2;RAB11FIP5;SYT4;CADPS2;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1
GTEX-T2IS-0011-R3A-SM-32QPB_brain_female_20-29_years	26/2792	0.0000000002087821362286459502494875002965852954506242866727916407398879528045654296875	0.00000002645392479038255203179503117875970286121400931733660399913787841796875	0.0000000000118828642628533100786781670923114464892555997010958890314213931560516357421875	0.00000000159240552849888476426127055106569951892225844858330674469470977783203125	-1.6046806204984183	35.76789747515543	MYCBP2;UBE3A;CCDC28A;PPP2CA;NKRF;RUSC1;NEFM;DENR;KIF21A;SH3GL2;SYT4;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1
GTEX-Q2AG-0011-R3A-SM-2HMJ9_brain_female_40-49_years	25/2637	0.000000000402956253801509940109307525736028442187031117782680667005479335784912109375	0.0000000456825142467606525409234996017160401748924414278008043766021728515625	0.0000000000275155144472342080237518495810429574634226046470075743854977190494537353515625	0.000000002963420905967124153428638195649676145837503327129525132477283477783203125	-1.5890251108486633	34.3740980564799	MYCBP2;PPP2CA;NKRF;RUSC1;NEFM;KIF21A;SH3GL2;RAB11FIP5;SYT4;CADPS2;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1
GTEX-NPJ7-0011-R10A-SM-2I3E5_brain_female_60-69_years	23/2306	0.0000000011393794886751526358115163485747178828688674911973066627979278564453125	0.0000001022593091085949560951187989853161663944547399296425282955169677734375	0.000000000108185875854778143263819975363501484089123749754435266368091106414794921875	0.0000000097096823579663393272801231244535646869309175599482841789722442626953125	-1.6569192581144416	34.12057712516643	SYT4;CADPS2;GABARAPL1;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PPP2CA;PREPL;NKRF;RUSC1;DNAJA2;ARHGEF3;NEFM;MATR3;KIF21A;GRSF1;SH3GL2;RAB3GAP1
GTEX-QMR6-0011-R8A-SM-32PKJ_brain_male_50-59_years	29/3664	0.000000000449537997556843751686446661861885909505787140005850233137607574462890625	0.00000004841524233687206870654882464276302922456807209528051316738128662109375	0.0000000000150988057396183844307981307661221622752611981610471048043109476566314697265625	0.000000001806823753507666550665395073624504285181302520868484862148761749267578125	-1.5726809676366271	33.84849908247255	MYCBP2;UBE3A;CCDC28A;PPP2CA;RUSC1;NKRF;HSF2;NEFM;DENR;KIF21A;SH3GL2;SYT4;CADPS2;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1;RAB3GAP1
GTEX-PVOW-2526-SM-2XCF7_brain_male_40-49_years	25/2717	0.00000000076484004059126838126463288208291800562843576472005224786698818206787109375	0.0000000784507355920758154706513170552339975216682432801462709903717041015625	0.000000000053046392117727580855017620582337743891099268722655324381776154041290283203125	0.00000000519372402825387310787733788157959080589165523633710108697414398193359375	-1.604892442668436	33.688866039912384	MYCBP2;PPP2CA;NKRF;RUSC1;NEFM;DENR;KIF21A;SH3GL2;RAB11FIP5;SYT4;CADPS2;GABARAPL1;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1
GTEX-T5JC-0011-R8A-SM-32PLM_brain_male_20-29_years	26/2997	0.0000000010101808042309353275476028813091404490176472563689458183944225311279296875	0.0000000946056283614536887623875966064901366081585365463979542255401611328125	0.000000000059985938754312759010949314257034326036688298700028099119663238525390625	0.000000005617813568556073565590067869258972255153139485628344118595123291015625	-1.6177075755272734	33.50779784196148	MYCBP2;CCDC28A;PPP2CA;NKRF;RUSC1;NEFM;KIF21A;SH3GL2;RAB11FIP5;SYT4;CADPS2;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1
GTEX-PVOW-0011-R3A-SM-32PKX_brain_male_40-49_years	26/2970	0.00000000082699840404345874793451182357463015437648579109009006060659885406494140625	0.0000000809706619231641018387025270953982758470601766020990908145904541015625	0.0000000000488269683147861754876445134444990815725251565027065225876867771148681640625	0.00000000500825189285949667716636281929350194008776497867074795067310333251953125	-1.590628013133562	33.26515095343594	MYCBP2;UBE3A;CCDC28A;PPP2CA;NKRF;NEFM;DENR;KIF21A;SH3GL2;SYT4;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1;RAB3GAP1
GTEX-XLM4-0011-R10A-SM-4AT5P_brain_male_60-69_years	23/2464	0.0000000041893779029092504781739606900363426245093023680965416133403778076171875	0.0000003342192593654268446435738788846681046607045573182404041290283203125	0.0000000004092182233652094670817132385253790671786333632553578354418277740478515625	0.00000003264652048624671490824526265232818911243839465896598994731903076171875	-1.6499628163096143	31.828960116805074	SYT4;CADPS2;GABARAPL1;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;RUSC1;DNAJA2;ARHGEF3;NEFM;MATR3;KIF21A;SH3GL2;RAB11FIP5
GTEX-WWYW-0011-R10A-SM-3NB35_brain_female_50-59_years	25/2885	0.000000002735893278500625415256340447717024744189728835408459417521953582763671875	0.000000226658235457321051557844711517308855519559074309654533863067626953125	0.0000000001963531590475719781559569122883295543002812877375617972575128078460693359375	0.000000016267104022633460920160296584412173981348814777447842061519622802734375	-1.599140204002539	31.52994011848128	CCDC28A;PPP2CA;NKRF;RUSC1;NEFM;DENR;KIF21A;SH3GL2;SYT4;CADPS2;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1;RAB3GAP1
GTEX-NPJ8-0011-R8a-SM-2HMLG_brain_male_40-49_years	27/3365	0.0000000022177284522444477560410098430747349862457440394791774451732635498046875	0.000000191079483445381615087073161850239610970447756699286401271820068359375	0.000000000114018431643256915962858147119986761131027463989084935747087001800537109375	0.0000000098238280703830171573539043502858170153757555453921668231487274169921875	-1.5806259156449831	31.49678865254608	UBE3A;SDAD1;CCDC28A;PPP2CA;RUSC1;NKRF;HSF2;KPNA4;DENR;KIF21A;SH3GL2;SYT4;CADPS2;ELOVL4;MCF2;CADPS;NME5;SCAMP1;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;ARHGEF3;MATR3;GRSF1;RAB3GAP1
GTEX-NL3H-0011-R3a-SM-2I3GL_brain_male_60-69_years	20/1843	0.00000000551243476737045663867111514630341140286162726624752394855022430419921875	0.00000042406373174699865561686792751749930374671748722903430461883544921875	0.0000000008107543073077273728157295045013315537563158841294352896511554718017578125	0.000000060219475101408446068751065781421427658415268524549901485443115234375	-1.6411037427755482	31.20765452387999	SYT4;ELOVL4;MCF2;CADPS;NME5;SCAMP1;LZTFL1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;RUSC1;DNAJA2;ARHGEF3;NEFM;MATR3;KIF21A;SH3GL2
GTEX-X4XX-0011-R10B-SM-46MWO_brain_male_60-69_years	24/2855	0.000000012949851599491233464042056291488924646415625829831697046756744384765625	0.0000009297993448434705686739200521107040486867845174856483936309814453125	0.0000000011298155357660577515400817584403751758781453418123419396579265594482421875	0.000000081120755468002948669888432266239508550143000320531427860260009765625	-1.650710946908771	29.98051183560261	SYT4;CADPS2;GABARAPL1;ELOVL4;MCF2;MYCBP2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PPP2CA;PREPL;NKRF;RUSC1;DNAJA2;ARHGEF3;NEFM;MATR3;KIF21A;SH3GL2;RAB11FIP5
GTEX-R55F-0011-R8A-SM-2TF4F_brain_male_50-59_years	24/2780	0.0000000075911654166512182538683931021759876411891809766530059278011322021484375	0.0000005638403554298870770300684297782201070958763011731207370758056640625	0.0000000006520671049209503097306178353285456561483357518227421678602695465087890625	0.0000000501625908571331060143043477188296019875224374118261039257049560546875	-1.5848498221699152	29.630797160059313	SYT4;CADPS2;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;LZTFL1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;RUSC1;DNAJA2;NEFM;MATR3;KIF21A;SPATA18;GRSF1;SH3GL2;RAB3GAP1
GTEX-X585-0011-R3B-SM-46MVG_brain_male_50-59_years	23/2692	0.000000023167041324631006586400128817622434684864174414542503654956817626953125	0.000001609735710105006002029227885063988878755480982363224029541015625	0.000000002365569453917028550805429776824652388089731402942561544477939605712890625	0.000000164368922701202582797031502039042383245259770774282515048980712890625	-1.661631270379267	29.21236703979947	SYT4;CADPS2;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;LZTFL1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;RUSC1;DNAJA2;ARHGEF3;NEFM;MATR3;KIF21A;OPTN;SH3GL2
GTEX-N7MS-0011-R10A-SM-2HMJK_brain_male_60-69_years	21/2233	0.000000024811143401712908083311115979043004475812495002173818647861480712890625	0.00000167010009022780020869632620905687048207255429588258266448974609375	0.000000003302744495100083867686235187025554915773994935079826973378658294677734375	0.000000215579140680169103642810899713888606044065454625524580478668212890625	-1.6418481906867857	28.752001109848084	SYT4;CADPS2;GABARAPL1;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PPP2CA;PREPL;NKRF;RUSC1;DNAJA2;ARHGEF3;NEFM;MATR3;KIF21A;SH3GL2
GTEX-QVUS-0011-R10A-SM-3GIK3_brain_female_60-69_years	21/2280	0.00000003581434027085584611596231238532517249240072487737052142620086669921875	0.0000023376996649522269490213514930854188378361868672072887420654296875	0.000000004807474245365672078635373002698794042686358807259239256381988525390625	0.0000002958657007005044869130919345245889218176671420224010944366455078125	-1.637566604396308	28.075944263565955	SYT4;CADPS2;GABARAPL1;MCF2;CADPS;NME5;SCAMP1;LZTFL1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;DNAJA2;ARHGEF3;NEFM;MATR3;KIF21A;SH3GL2;RAB3GAP1
GTEX-QVUS-0011-R8A-SM-3GAD7_brain_female_60-69_years	24/3047	0.0000000471043244386054062306431740141110520170286690699867904186248779296875	0.0000028989347097358868863962479134332994590295129455626010894775390625	0.00000000428303109644597567483213944642371495685750915072276256978511810302734375	0.00000027134261711013621025409092539504296581753806094639003276824951171875	-1.598855496286404	26.974132832972742	SYT4;CADPS2;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;LZTFL1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;RUSC1;DNAJA2;NEFM;DENR;MATR3;KIF21A;GRSF1;SH3GL2;RAB3GAP1
GTEX-X585-0011-R8A-SM-46MUX_brain_male_50-59_years	26/3563	0.000000042698270432170321016937465825880071434994533774442970752716064453125	0.00000270506101502631972889026563955372495229312335141003131866455078125	0.0000000028862106312213427395616197209358977371351784313446842133998870849609375	0.000000194278053114086624161152365951321652204342171899043023586273193359375	-1.5864235380853648	26.920191435565	CCDC28A;PPP2CA;RUSC1;NKRF;NEFM;DENR;KIF21A;SH3GL2;RAB11FIP5;SYT4;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;PREPL;DNAJA2;MATR3;GRSF1;OPTN;RAB3GAP1
GTEX-WVLH-0011-R2A-SM-3MJFJ_brain_male_50-59_years	22/2657	0.0000000989489026064875248171805199350059556451242315233685076236724853515625	0.0000057604307084965984233682935455878038055743672885000705718994140625	0.0000000120246624764743134549302484869771900921620044755400158464908599853515625	0.000000700030350657450510870540190400124203051746007986366748809814453125	-1.5981897035920551	25.776661949203785	SYT4;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;RUSC1;DNAJA2;ARHGEF3;NEFM;MATR3;KIF21A;SH3GL2
GTEX-QMR6-0011-R6A-SM-32PKP_brain_male_50-59_years	23/2884	0.00000008556782932267752293079596075109360953092618728987872600555419921875	0.00000511980845447353890534554488045415610031341202557086944580078125	0.0000000090934971650794343256840279146775707364014351696823723614215850830078125	0.00000054409424704391950286985930873573380495145102031528949737548828125	-1.5507597167834697	25.236996095516833	SYT4;GABARAPL1;ELOVL4;MCF2;MYCBP2;CADPS;UBP1;UBE3A;NME5;SCAMP1;SMARCA2;LZTFL1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;DNAJA2;NEFM;MATR3;KIF21A;SH3GL2
GTEX-N7MT-0011-R10A-SM-2I3E1_brain_female_60-69_years	18/1918	0.00000039029825392471514275847459078672141430388364824466407299041748046875	0.0000215564727936881127073019681628096577696851454675197601318359375	0.00000007845220637147273065562934520056348475236518424935638904571533203125	0.0000042246513131038067125652517297407229079908574931323528289794921875	-1.683700178451671	24.84527693467804	SYT4;CADPS2;GABARAPL1;MCF2;CADPS;NME5;SCAMP1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;RUSC1;NEFM;MATR3;KIF21A;SH3GL2
GTEX-T6MN-0011-R1A-SM-32QOY_brain_male_50-59_years	20/2317	0.00000025993177225707888809488475996556378078139459830708801746368408203125	0.000014734027301098630760426734520596170341377728618681430816650390625	0.00000004136042851041069043389541916473650662311456471798010170459747314453125	0.00000234448323714275366869510576484092467808295623399317264556884765625	-1.6208128353844442	24.576136479006628	SYT4;GABARAPL1;ELOVL4;MCF2;CADPS;NME5;SCAMP1;LZTFL1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;DNAJA2;NEFM;MATR3;KIF21A;GRSF1;SH3GL2
GTEX-UTHO-3026-SM-3GAFB_brain_male_60-69_years	20/2437	0.0000005917136091710502683314637679956593530050668050535023212432861328125	0.0000310866125403522487974199151050669343021581880748271942138671875	0.0000000963377631784685972734434710774975574310019510448910295963287353515625	0.0000050612571191810085295746494959967520799182238988578319549560546875	-1.640897727497583	23.530872293891008	SYT4;CADPS2;GABARAPL1;MCF2;CADPS;NME5;SCAMP1;LZTFL1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;RUSC1;ARHGEF3;NEFM;MATR3;KIF21A;SH3GL2
GTEX-QMR6-1426-SM-32PLA_brain_male_50-59_years	21/2630	0.00000042240958431129430432552480066676903192046665935777127742767333984375	0.000022746756115163199317603937021914362048846669495105743408203125	0.00000006065608090166025567735973156313633580793975852429866790771484375	0.000003350082006722466233480418884571605531164095737040042877197265625	-1.5835313058725564	23.241948857030355	SYT4;CADPS2;GABARAPL1;MCF2;MYCBP2;CADPS;NME5;SCAMP1;LZTFL1;SNAP91;PJA2;CCDC28A;PPP2CA;PREPL;NKRF;RUSC1;ARHGEF3;NEFM;MATR3;KIF21A;SH3GL2
